id_zona;id_motivo;quantidade_viagens_produzidas;quantidade_viagens_produzidas_motivo_no_destino;quantidade_viagens_atraidas;quantidade_viagens_atraidas_motivo_no_destino
195;1;149;0;930;930
195;2;9594;5109;9594;4486
195;3;18595;13523;18386;5263
195;4;21866;13800;22390;8590
195;5;1398;407;1619;1229
195;6;668;196;472;472
195;7;191;191;191;0
195;8;0;0;0;0
195;9;1959;1350;2350;1001
195;10;0;0;0;0
196;1;550;0;550;550
196;2;2770;1401;2560;1369
196;3;13921;10875;13946;3047
196;4;33021;20209;32445;15396
196;5;3373;2196;3813;1055
196;6;850;850;850;0
196;7;85;0;85;85
196;8;0;0;0;0
196;9;1328;1145;1307;183
196;10;447;447;447;0
197;1;2300;1428;2300;872
197;2;3574;1140;3985;2845
197;3;13198;8062;12379;6176
197;4;19289;8895;20951;14627
197;5;1179;586;728;494
197;6;789;635;802;154
197;7;720;276;720;444
197;8;0;0;0;0
197;9;2005;98;2013;1915
197;10;0;0;237;237
198;1;1547;83;1547;1464
198;2;7807;3760;7807;4047
198;3;30499;9678;31194;22039
198;4;19777;11685;18511;9171
198;5;6786;1456;6786;5330
198;6;10244;1648;10884;9885
198;7;4100;1352;4100;2748
198;8;976;849;976;128
198;9;5568;1505;5267;4433
198;10;684;237;447;447
199;1;4655;3783;4655;872
199;2;11480;9630;10260;1850
199;3;34642;28482;32254;7436
199;4;76431;38582;80337;40624
199;5;3639;2186;3639;1453
199;6;1061;972;1061;89
199;7;333;144;333;189
199;8;0;0;0;0
199;9;4486;3368;4486;1118
199;10;0;0;0;0
200;1;1186;769;1186;417
200;2;4569;4569;4569;0
200;3;11026;8632;10745;2386
200;4;25693;16499;25745;9194
200;5;1546;1110;1546;437
200;6;883;553;883;329
200;7;1132;1132;1132;0
200;8;0;0;0;0
200;9;2025;2025;2075;0
200;10;156;0;327;171
201;1;1014;1014;1014;0
201;2;4856;3062;4856;1794
201;3;24945;19255;24406;6999
201;4;61600;27947;63425;34342
201;5;1155;808;517;347
201;6;2741;1869;2741;872
201;7;4869;0;4869;4869
201;8;849;0;849;849
201;9;4379;1886;3690;2494
201;10;0;0;0;0
202;1;5163;4451;4382;712
202;2;7457;4242;7491;3629
202;3;30962;25264;30368;6521
202;4;68589;39349;68690;29353
202;5;6911;4156;7263;3107
202;6;4036;2451;4021;1585
202;7;3315;2488;3315;1496
202;8;0;0;0;0
202;9;1095;568;1095;528
202;10;0;0;0;0
203;1;827;827;827;0
203;2;4962;4463;4710;499
203;3;18574;15313;18711;4169
203;4;46811;24720;46785;21440
203;5;2648;2648;2648;0
203;6;4716;3693;4716;1023
203;7;218;218;218;0
203;8;250;250;250;0
203;9;724;724;724;0
203;10;211;211;211;211
204;1;6356;4672;5938;1685
204;2;21378;13736;21865;8129
204;3;29923;19612;34609;13539
204;4;53406;28148;52525;26833
204;5;7996;4865;7392;3430
204;6;9017;8082;9017;935
204;7;3825;2646;3944;1298
204;8;0;0;0;0
204;9;9145;7716;5081;1429
204;10;416;416;416;416
205;1;4454;4422;4157;32
205;2;18022;13789;18191;5013
205;3;33402;24187;32596;10177
205;4;70123;37511;69343;33497
205;5;619;619;1032;0
205;6;473;473;483;0
205;7;1383;327;1056;1056
205;8;0;0;0;0
205;9;3123;2062;3123;251
205;10;0;0;0;0
206;1;2272;1275;2272;997
206;2;6733;2520;6733;4593
206;3;25399;13922;23057;11559
206;4;30508;17969;30553;12538
206;5;1908;563;1908;1345
206;6;1650;1539;1450;111
206;7;1768;0;2026;1369
206;8;190;190;190;0
206;9;4811;1900;4589;2690
206;10;121;121;121;121
207;1;2729;2117;2729;612
207;2;12243;9256;10802;2987
207;3;34349;26232;32166;7878
207;4;77841;30701;79885;49508
207;5;8606;3640;8277;4966
207;6;3332;1476;3645;2169
207;7;1330;657;673;673
207;8;0;0;0;0
207;9;8020;6855;7962;557
207;10;0;0;0;0
208;1;7438;2935;7786;4851
208;2;11840;7463;11329;5689
208;3;31472;10143;32879;22184
208;4;15421;7671;15498;7934
208;5;2296;1921;2142;376
208;6;3369;1967;3369;1402
208;7;5791;5138;5068;807
208;8;330;0;330;330
208;9;2775;484;2291;2291
208;10;281;281;86;86
209;1;7641;4835;7735;3513
209;2;9088;3895;8624;5068
209;3;23686;17131;22839;7719
209;4;19159;9586;20029;9572
209;5;2211;1262;2892;1630
209;6;3675;2515;3796;1281
209;7;2160;1220;2211;940
209;8;0;0;0;0
209;9;1216;205;722;560
209;10;141;141;141;141
210;1;2248;805;2865;2060
210;2;13563;5465;14316;9258
210;3;17206;5316;16912;12069
210;4;17145;3796;17119;13347
210;5;2784;991;2555;2302
210;6;4096;1914;4096;2182
210;7;3052;1546;2963;1418
210;8;0;0;0;0
210;9;2400;1314;2485;1171
210;10;0;0;0;0
211;1;4258;2857;4258;1401
211;2;7888;5244;9739;4304
211;3;29354;17269;28691;12080
211;4;17144;11074;18156;7139
211;5;1594;1438;1594;157
211;6;2292;1874;1488;418
211;7;3251;3055;3057;197
211;8;0;0;0;0
211;9;4435;2377;4319;2263
211;10;0;0;0;0
212;1;3250;2370;2098;880
212;2;6884;2882;6368;4001
212;3;16646;11454;18248;5977
212;4;22158;11316;22305;11292
212;5;2553;1951;2553;602
212;6;1167;1167;1191;0
212;7;507;331;507;176
212;8;0;0;0;0
212;9;2264;2058;2322;206
212;10;0;0;0;0
213;1;6532;1557;5718;4161
213;2;10734;4579;11099;6727
213;3;28752;17773;28102;11462
213;4;19904;10561;20693;9343
213;5;3951;2875;3934;1188
213;6;2643;2372;2655;271
213;7;1397;1356;1397;41
213;8;0;0;0;0
213;9;1158;0;1158;1158
213;10;216;216;216;216
214;1;2867;933;3101;2168
214;2;5797;3768;6145;2377
214;3;12764;5145;12388;7243
214;4;10068;1732;10068;8480
214;5;546;546;546;0
214;6;483;396;483;87
214;7;905;470;1281;435
214;8;250;0;250;250
214;9;4800;3210;4050;1589
214;10;0;0;0;0
215;1;1645;976;1416;783
215;2;7811;5038;7811;2772
215;3;20657;8786;20646;13297
215;4;19091;11212;19261;7990
215;5;1725;1305;1725;420
215;6;2400;810;2923;2113
215;7;1418;994;1418;693
215;8;0;0;0;0
215;9;4514;2994;3829;1526
215;10;655;655;655;655
216;1;3282;2216;3282;1529
216;2;1730;221;2074;1527
216;3;16191;11629;16579;5894
216;4;29017;14870;29631;15034
216;5;1979;1172;1635;807
216;6;2716;2211;2254;504
216;7;1607;1607;1607;0
216;8;0;0;0;0
216;9;4000;687;4523;3836
216;10;329;329;329;329
217;1;1170;548;1170;622
217;2;2834;1197;2834;1637
217;3;7532;5270;8483;3212
217;4;19438;7431;18859;12006
217;5;627;486;627;141
217;6;832;300;832;532
217;7;450;372;78;78
217;8;0;0;0;0
217;9;470;122;470;348
217;10;0;0;0;0
218;1;2614;1176;2740;1564
218;2;15932;8339;14953;7830
218;3;24094;17853;22047;6528
218;4;37849;19856;39534;20368
218;5;9854;4835;9854;5019
218;6;6218;5893;6437;545
218;7;4670;2309;5431;2361
218;8;0;0;0;0
218;9;6909;2871;6933;4028
218;10;195;195;422;422
219;1;6727;4395;6727;2332
219;2;5184;3871;5184;1313
219;3;17054;13352;16589;5232
219;4;29782;16622;30218;15056
219;5;2694;1997;2694;697
219;6;1945;1945;1945;0
219;7;2433;1879;2433;554
219;8;0;0;0;0
219;9;3106;1219;3106;534
219;10;304;304;304;304
220;1;3194;1389;2892;1805
220;2;6361;5060;6428;1783
220;3;10124;6689;10800;3435
220;4;17902;12598;17090;5786
220;5;2309;1833;2309;476
220;6;2456;1578;2237;878
220;7;2265;2265;2473;0
220;8;0;0;0;0
220;9;5073;2191;5410;2188
220;10;259;259;259;0
221;1;3155;881;3767;3109
221;2;14440;4349;14122;10092
221;3;14719;8693;15402;6034
221;4;28863;17182;28448;11680
221;5;4774;0;5418;5418
221;6;2390;1107;2390;1283
221;7;1106;224;1106;882
221;8;0;0;0;0
221;9;2936;284;2653;2653
221;10;835;835;0;0
222;1;4764;3748;3929;1015
222;2;7687;5556;7687;2132
222;3;17164;11569;17719;5598
222;4;26112;13839;25123;12273
222;5;220;220;220;0
222;6;6116;4237;6312;2668
222;7;5529;2640;5529;2889
222;8;0;0;0;0
222;9;4491;2598;4284;2042
222;10;0;0;835;835
223;1;5268;4694;4729;574
223;2;3138;2495;3355;1024
223;3;16159;8519;15293;7639
223;4;10395;7202;10961;3571
223;5;4489;770;4497;3727
223;6;340;185;440;155
223;7;2299;1768;2207;531
223;8;0;0;0;0
223;9;4390;1613;4486;2862
223;10;0;0;736;736
224;1;275;0;275;275
224;2;0;0;0;0
224;3;1470;0;1470;1470
224;4;4634;0;4634;4634
224;5;0;0;0;0
224;6;0;0;0;0
224;7;1067;0;1067;1067
224;8;0;0;0;0
224;9;0;0;0;0
224;10;0;0;0;0
225;1;5006;2509;5371;2862
225;2;7755;3623;7470;4538
225;3;18235;11189;18439;7600
225;4;22676;13864;22389;9702
225;5;2231;1339;2609;891
225;6;810;810;810;0
225;7;1493;734;1493;759
225;8;256;256;256;0
225;9;1639;1062;1639;577
225;10;406;406;406;406
226;1;3755;2707;3755;1048
226;2;9376;8017;9592;1574
226;3;27538;18734;28245;9064
226;4;50009;23690;49736;26654
226;5;4049;2278;4240;1780
226;6;5409;3986;4539;1423
226;7;6164;6164;6164;0
226;8;0;0;0;0
226;9;7255;4336;7500;3092
226;10;0;0;0;0
227;1;6483;5123;6469;1360
227;2;8907;4706;8907;4201
227;3;28541;13690;26971;14866
227;4;36242;21357;36242;14885
227;5;6756;4586;7520;2189
227;6;1830;1176;2323;1147
227;7;1335;1102;522;522
227;8;0;0;0;0
227;9;8176;5818;8538;3541
227;10;0;0;0;0
228;1;4387;4016;4039;371
228;2;2185;2185;2185;0
228;3;16380;13446;17600;3155
228;4;27466;16298;27431;13643
228;5;1558;1471;1558;87
228;6;664;664;1012;0
228;7;1855;1495;2746;359
228;8;0;0;0;0
228;9;6485;4450;7004;3709
228;10;689;689;689;689
229;1;9114;7644;9160;2336
229;2;13428;10529;14365;2899
229;3;58671;44965;55870;13995
229;4;102304;53622;102002;57447
229;5;4352;2955;3147;1397
229;6;8100;4490;8698;3610
229;7;5211;3052;5369;3260
229;8;0;0;0;0
229;9;10065;7395;10542;3780
229;10;681;341;681;341
230;1;2687;1002;2687;579
230;2;8738;5614;8467;3959
230;3;18736;13969;17487;5067
230;4;48838;25698;50658;25619
230;5;4183;4183;3817;0
230;6;6812;4160;7178;3018
230;7;1177;0;1201;1201
230;8;0;0;0;0
230;9;4045;3674;4286;1527
230;10;0;0;0;0
231;1;5067;4128;5293;1165
231;2;9346;7153;9319;1967
231;3;10476;7637;10277;2840
231;4;16274;10890;16274;5384
231;5;5025;1513;5025;3512
231;6;1031;739;1031;292
231;7;446;446;446;0
231;8;0;0;0;0
231;9;982;273;982;709
231;10;131;0;131;131
232;1;4846;3828;3277;1018
232;2;4072;3873;3165;0
232;3;13061;9880;13181;3748
232;4;35314;15600;36701;20466
232;5;2885;2146;2507;739
232;6;2572;2058;2572;514
232;7;5168;3343;5513;1825
232;8;0;0;0;0
232;9;915;915;1158;0
232;10;369;369;369;369
233;1;5315;4682;4866;633
233;2;9847;6676;11274;4567
233;3;22397;15639;22426;6506
233;4;35146;18881;33714;16265
233;5;1836;681;1836;1154
233;6;2324;1469;1883;855
233;7;116;116;116;0
233;8;804;804;804;0
233;9;4615;2917;5056;2950
233;10;0;0;0;0
234;1;4670;4349;4670;320
234;2;6803;6211;6803;592
234;3;15541;11189;15578;4720
234;4;40025;23847;39673;16956
234;5;3396;1949;3860;1447
234;6;4354;3810;4354;545
234;7;2060;1746;1948;628
234;8;0;0;0;0
234;9;5119;4690;5119;428
234;10;0;0;0;0
235;1;8044;5234;8044;2809
235;2;11737;9172;10070;2589
235;3;16087;8774;16362;7588
235;4;42827;20186;42827;22641
235;5;2658;2379;2658;278
235;6;1542;940;1542;602
235;7;1888;1446;4301;1188
235;8;461;461;461;0
235;9;340;275;64;64
235;10;25;25;25;25
236;1;2189;0;2542;2542
236;2;2289;1010;1897;1351
236;3;13216;4477;13140;8786
236;4;10118;3471;10095;7332
236;5;2257;942;1839;1315
236;6;1141;759;2103;1555
236;7;432;432;468;152
236;8;0;0;0;0
236;9;1633;1267;1062;653
236;10;112;112;823;823
237;1;1347;215;1977;1762
237;2;8614;2041;10334;9063
237;3;8226;3346;8859;6129
237;4;5783;2666;5067;3117
237;5;3876;757;3872;3257
237;6;2552;508;2552;2044
237;7;3231;1277;3307;2485
237;8;325;0;325;325
237;9;3147;993;3253;2351
237;10;2461;2461;1200;1200
238;1;5324;1069;5192;4255
238;2;2341;1159;2449;1290
238;3;11758;5814;11277;7662
238;4;5601;3134;6076;2819
238;5;857;762;608;95
238;6;1132;1042;1139;85
238;7;2499;1837;2854;778
238;8;0;0;0;0
238;9;2108;1347;2240;762
238;10;526;526;526;526
239;1;1002;366;917;635
239;2;3389;1310;2584;1774
239;3;20856;8190;19795;16487
239;4;18249;4062;19570;15368
239;5;3494;2624;4042;870
239;6;4578;1549;4143;3629
239;7;4044;2559;4032;1485
239;8;0;0;0;0
239;9;2671;858;2672;1813
239;10;2139;2139;2791;2791
240;1;2365;949;2019;1417
240;2;4655;2421;4655;2235
240;3;15827;5624;14874;9470
240;4;8094;5036;8498;3539
240;5;1278;617;1489;661
240;6;2689;371;2669;2298
240;7;5446;2819;4980;2628
240;8;0;0;0;0
240;9;2028;1487;2158;591
240;10;47;0;0;0
241;1;5332;1541;5956;4712
241;2;4106;1281;5188;4159
241;3;10604;4449;9821;5783
241;4;5583;4350;4615;1507
241;5;2376;913;2371;1851
241;6;802;52;790;790
241;7;1603;717;1949;886
241;8;0;0;0;0
241;9;1123;852;1174;272
241;10;277;277;47;0
242;1;6316;2102;5872;4235
242;2;4245;2320;4247;2319
242;3;12567;8252;12955;5300
242;4;10101;7737;9853;2364
242;5;1347;1347;1530;419
242;6;4561;2628;4838;2210
242;7;4816;3005;4633;1811
242;8;656;656;470;0
242;9;1829;1406;1829;423
242;10;1368;1368;1644;1644
243;1;12339;5047;11939;7292
243;2;8979;3334;9351;6521
243;3;25820;12768;30812;17355
243;4;37853;13662;36212;24340
243;5;4181;1957;4181;2224
243;6;833;444;833;389
243;7;2083;444;2083;1639
243;8;548;0;548;548
243;9;3103;536;3166;3166
243;10;549;549;870;870
244;1;4747;4747;4576;189
244;2;21873;15690;20212;7188
244;3;26182;18537;21723;7386
244;4;26702;20301;28639;6667
244;5;1617;828;1931;806
244;6;3541;1777;3228;1860
244;7;5888;5240;7167;648
244;8;189;0;189;189
244;9;1198;0;1198;1198
244;10;730;730;730;730
245;1;1870;1275;1976;701
245;2;3345;2578;3332;766
245;3;5841;5386;6752;1366
245;4;8938;4982;8667;3999
245;5;3704;2682;3704;1023
245;6;1254;757;1254;497
245;7;0;0;0;0
245;8;0;0;0;0
245;9;239;201;239;37
245;10;0;0;0;0
246;1;2078;1696;1693;773
246;2;5230;4432;5230;798
246;3;10948;8148;10986;2672
246;4;18230;6922;18553;11309
246;5;517;517;517;0
246;6;2991;2401;2991;590
246;7;409;409;409;0
246;8;0;0;0;0
246;9;2521;2161;2709;575
246;10;131;131;131;131
247;1;6101;5868;6229;361
247;2;6680;2270;6820;4785
247;3;34678;22844;34678;12001
247;4;45560;27575;45147;17985
247;5;2400;524;2400;1876
247;6;2448;873;1933;1575
247;7;5965;4473;5965;1492
247;8;0;0;0;0
247;9;2143;1369;2170;801
247;10;0;0;235;235
248;1;0;0;0;0
248;2;0;0;0;0
248;3;1268;215;1053;1053
248;4;0;0;0;0
248;5;0;0;0;0
248;6;0;0;0;0
248;7;227;0;227;227
248;8;0;0;0;0
248;9;0;0;0;0
248;10;0;0;215;215
249;1;3584;1429;3584;2155
249;2;11153;8320;12174;4211
249;3;8307;7531;7287;943
249;4;16449;7682;16449;8767
249;5;5140;4097;5140;1503
249;6;2161;1888;2161;273
249;7;1105;829;1105;427
249;8;0;0;0;0
249;9;3936;3418;3896;517
249;10;1543;1543;1543;1543
250;1;286;0;286;286
250;2;4420;1155;4545;3798
250;3;16698;7789;15853;9603
250;4;11355;8892;9611;2462
250;5;5865;659;5781;5206
250;6;2243;1921;2243;323
250;7;3352;300;3352;3052
250;8;0;0;0;0
250;9;2430;468;3683;3215
250;10;205;40;205;205
251;1;1373;1124;1360;236
251;2;5820;3673;5820;2147
251;3;8628;5406;9131;4103
251;4;9142;5958;8640;3185
251;5;2622;1151;2216;1471
251;6;610;307;610;303
251;7;2576;1690;3306;1209
251;8;0;0;0;0
251;9;851;511;596;85
251;10;0;0;0;0
252;1;796;407;796;389
252;2;4808;3011;3135;776
252;3;10403;8692;10643;2988
252;4;8377;4245;10840;6073
252;5;2895;1277;3143;1745
252;6;2225;1692;2225;533
252;7;983;567;983;416
252;8;0;0;0;0
252;9;3923;3465;2784;464
252;10;164;164;37;37
253;1;2280;778;2370;1502
253;2;2856;431;2891;2425
253;3;3782;1027;3434;2376
253;4;1657;1576;1464;81
253;5;1207;160;1207;1047
253;6;1108;160;1108;948
253;7;282;282;109;0
253;8;21;21;21;0
253;9;297;199;472;272
253;10;0;0;0;0
254;1;3717;2767;3467;898
254;2;14713;6528;14449;8220
254;3;27465;8883;28763;20712
254;4;34659;8144;36414;27985
254;5;4185;2220;3616;1991
254;6;6069;4603;6638;2035
254;7;4967;1832;4962;3184
254;8;0;0;0;0
254;9;5223;1758;4754;3562
254;10;0;0;0;0
255;1;5333;1539;5107;3794
255;2;10860;8327;11426;4773
255;3;25606;16281;25559;8123
255;4;34745;20196;34333;17065
255;5;4201;1861;4201;2340
255;6;2068;1231;2068;837
255;7;5370;3680;5032;1690
255;8;0;0;0;0
255;9;3689;1153;3689;2536
255;10;0;0;0;0
256;1;3271;338;3381;2933
256;2;3366;2809;3097;277
256;3;12255;8800;12043;3814
256;4;19820;12854;18689;6966
256;5;2032;1033;2756;1190
256;6;3727;2268;4048;1459
256;7;1106;762;1369;529
256;8;307;0;307;307
256;9;2326;1636;2690;690
256;10;0;0;0;0
257;1;6750;3004;6750;3746
257;2;4666;2996;4103;1670
257;3;18297;15704;18019;2414
257;4;18387;11071;18772;7547
257;5;959;204;959;756
257;6;1398;1398;1398;0
257;7;1095;765;1095;331
257;8;0;0;0;0
257;9;491;300;491;491
257;10;0;0;0;0
258;1;11677;7374;11677;4303
258;2;1388;828;1388;809
258;3;24044;19877;24434;4749
258;4;28385;12682;28317;15635
258;5;3287;3087;3287;200
258;6;4022;3600;4039;422
258;7;1060;491;1060;569
258;8;0;0;0;0
258;9;7388;4520;7388;2868
258;10;486;236;486;236
259;1;1597;1597;1480;0
259;2;6781;5221;6781;1559
259;3;8284;7056;7914;1228
259;4;15650;11648;15823;4063
259;5;1876;1876;1781;0
259;6;0;0;0;0
259;7;394;394;394;0
259;8;0;0;0;0
259;9;1316;812;1340;528
259;10;0;0;0;0
260;1;1619;1382;1619;237
260;2;2787;2077;2787;709
260;3;29189;25747;29514;3443
260;4;20122;11663;20122;8459
260;5;1553;714;1090;839
260;6;2407;1544;2467;863
260;7;4041;2313;4504;2192
260;8;0;0;0;0
260;9;2068;1651;2068;417
260;10;0;0;0;0
261;1;3700;1844;3922;2078
261;2;12981;7615;12544;5366
261;3;20913;11850;21670;8840
261;4;30704;16307;30704;14397
261;5;3268;1693;3268;1574
261;6;2489;708;2584;1876
261;7;6078;2086;6078;3992
261;8;1135;568;1135;568
261;9;2709;2039;2709;670
261;10;0;0;0;0
262;1;15958;12163;16772;3795
262;2;6797;5829;3809;968
262;3;9897;6843;10718;3054
262;4;28523;17032;28523;11491
262;5;2599;1967;2599;632
262;6;5114;4220;5104;894
262;7;4608;3000;5017;2017
262;8;0;0;0;0
262;9;165;165;1152;987
262;10;0;0;0;0
263;1;11483;6245;11483;5238
263;2;8141;4189;8141;3952
263;3;22481;14623;20981;8393
263;4;40054;18899;39991;22332
263;5;3131;1597;4633;1589
263;6;5142;3316;4680;1364
263;7;3913;1337;3119;2609
263;8;0;0;0;0
263;9;1260;1099;1543;444
263;10;0;0;0;0
264;1;6397;781;6852;6071
264;2;13756;7447;12764;7318
264;3;38892;25650;38970;14814
264;4;36492;20357;36094;16305
264;5;5867;2233;5426;3634
264;6;654;0;654;654
264;7;1836;668;2277;1728
264;8;0;0;0;0
264;9;10847;2304;10847;8543
264;10;1591;1591;1591;1591
265;1;4707;2814;4609;3264
265;2;11397;7437;11397;4221
265;3;17406;8942;17181;9008
265;4;32162;16473;31774;15719
265;5;2769;944;2769;1824
265;6;3686;1641;3892;2349
265;7;1437;423;1414;1014
265;8;705;705;705;0
265;9;5848;3234;5848;2614
265;10;1730;1730;1730;1730
266;1;1629;1316;1490;314
266;2;1430;805;1430;625
266;3;6996;5183;6787;2147
266;4;13199;7211;13558;5988
266;5;525;404;241;121
266;6;1051;999;1051;52
266;7;1266;1266;1063;0
266;8;0;0;0;0
266;9;1190;1190;1474;0
266;10;0;0;0;0
267;1;5369;1446;5751;4305
267;2;6557;3342;8223;5201
267;3;11637;5406;12156;7164
267;4;20530;10165;20654;10855
267;5;399;124;399;275
267;6;2332;1802;2332;530
267;7;6662;2108;4996;4554
267;8;989;0;989;989
267;9;2022;1011;2022;1011
267;10;320;320;320;320
268;1;1724;497;1734;1227
268;2;2485;1183;2485;1828
268;3;10164;4883;9959;5905
268;4;8176;4302;8269;4594
268;5;2399;1161;2415;1725
268;6;1843;1090;1758;787
268;7;303;303;269;0
268;8;0;0;0;0
268;9;1238;600;1306;637
268;10;370;370;396;370
269;1;2105;766;2611;1845
269;2;5102;3174;4926;2116
269;3;24641;8229;21800;15656
269;4;13503;9657;13477;3850
269;5;5765;1720;6015;4080
269;6;990;958;839;154
269;7;4570;3195;4920;1648
269;8;0;0;0;0
269;9;1888;1377;1888;511
269;10;1125;1125;1399;477
270;1;968;473;2149;1676
270;2;1308;401;1922;1603
270;3;11264;4677;9007;6690
270;4;4786;2359;4652;2468
270;5;1595;519;1595;1077
270;6;1131;619;1316;559
270;7;2395;800;2406;1644
270;8;251;0;251;251
270;9;544;127;516;316
270;10;118;118;520;520
271;1;525;0;525;525
271;2;656;0;656;656
271;3;9352;0;12071;12071
271;4;420;420;0;0
271;5;784;784;0;0
271;6;0;0;0;0
271;7;1864;0;911;911
271;8;0;0;0;0
271;9;1079;69;1103;1103
271;10;402;402;0;0
272;1;1614;771;1521;843
272;2;1740;835;1927;905
272;3;18094;6962;18053;11593
272;4;14057;7679;13921;6378
272;5;1026;972;1032;53
272;6;1162;788;1162;374
272;7;1582;961;1480;634
272;8;0;0;0;0
272;9;1188;775;1188;413
272;10;214;214;214;103
273;1;4243;1525;4417;2962
273;2;10853;4965;10853;5888
273;3;33386;25901;32129;7843
273;4;32424;19524;33312;13814
273;5;407;183;809;626
273;6;3694;2611;4413;1802
273;7;2168;1690;1767;478
273;8;0;0;0;0
273;9;959;959;959;727
273;10;356;245;182;182
274;1;3018;1037;3018;2007
274;2;7255;4299;6366;2956
274;3;40055;12073;43266;34734
274;4;22976;8768;21429;14866
274;5;7013;2150;6868;4717
274;6;4114;1764;4114;2350
274;7;4617;3035;5238;2203
274;8;126;0;126;126
274;9;7410;2229;7512;5283
274;10;553;553;751;751
275;1;1722;1215;1722;694
275;2;5327;2769;5327;2557
275;3;22588;11306;22446;11997
275;4;27939;12307;27734;16522
275;5;2538;2372;2538;165
275;6;6326;3211;6326;3349
275;7;4612;96;4820;4725
275;8;0;0;0;0
275;9;3995;405;4976;3816
275;10;224;187;426;426
276;1;8320;6070;7509;2769
276;2;16396;11527;16069;4869
276;3;38220;32705;37675;7441
276;4;55249;35910;55839;20217
276;5;7338;6256;10265;1026
276;6;8176;7857;4132;319
276;7;4614;2280;5880;3049
276;8;0;0;0;0
276;9;3160;2506;3462;2108
276;10;574;574;604;604
277;1;1975;1595;379;379
277;2;2961;1346;2963;2261
277;3;21978;11948;23038;10589
277;4;26095;14992;25621;11134
277;5;991;381;1024;643
277;6;1572;1572;1572;0
277;7;3919;2735;5595;1265
277;8;0;0;0;0
277;9;10380;4669;10349;5711
277;10;0;0;0;0
278;1;5350;4063;5445;1287
278;2;15495;10904;15124;4689
278;3;49039;38838;48355;10819
278;4;69354;37968;69014;33458
278;5;6409;3533;5675;2856
278;6;8703;7967;8445;736
278;7;9580;6779;8146;3482
278;8;495;495;495;0
278;9;15217;8626;16723;7414
278;10;320;320;1858;320
279;1;4971;4825;5131;146
279;2;10059;8256;10573;1810
279;3;20689;19434;20018;1483
279;4;29371;17760;30206;11841
279;5;1622;1055;1299;561
279;6;3201;1985;3201;1216
279;7;2863;2674;2874;1356
279;8;0;0;0;0
279;9;4007;3362;4365;946
279;10;0;0;0;0
280;1;7042;944;6257;5313
280;2;5436;2025;4582;2928
280;3;17441;6145;21500;16113
280;4;19051;6988;18507;12460
280;5;3330;1938;3330;1391
280;6;1320;0;1294;1294
280;7;1552;171;1552;1382
280;8;123;0;123;123
280;9;820;0;820;820
280;10;1122;958;164;164
281;1;861;391;861;470
281;2;10211;4121;10583;6461
281;3;16932;9181;17925;8451
281;4;18441;9108;17627;9333
281;5;4850;1400;4850;3450
281;6;4219;1448;4128;2679
281;7;1512;352;1312;1160
281;8;294;294;294;0
281;9;1186;745;1186;441
281;10;1506;753;1506;753
282;1;1718;811;1718;906
282;2;11010;5187;11010;5824
282;3;14437;6489;15534;8568
282;4;15455;7731;14720;7724
282;5;3855;2495;3855;1359
282;6;3981;3751;4020;230
282;7;4308;635;4312;3758
282;8;0;0;0;0
282;9;2509;978;2181;1531
282;10;0;0;0;0
283;1;1469;699;3064;2365
283;2;1520;922;1701;779
283;3;8990;6616;7762;2374
283;4;6038;4213;5958;2077
283;5;797;797;797;0
283;6;1343;613;1305;692
283;7;2336;1952;527;171
283;8;0;0;0;0
283;9;559;0;559;559
283;10;164;164;1024;861
284;1;3843;2856;3116;1130
284;2;5967;5167;5967;800
284;3;23250;17267;23250;5984
284;4;27538;6789;27538;20749
284;5;1398;957;1398;441
284;6;1370;519;1383;1099
284;7;1337;1337;1337;0
284;8;0;0;0;0
284;9;3651;2317;4378;1334
284;10;143;143;143;143
285;1;7580;6288;7627;1339
285;2;4179;3140;4179;1039
285;3;32060;27540;30381;4084
285;4;48151;36312;47916;12204
285;5;1012;363;1012;650
285;6;2026;1020;2026;1006
285;7;1288;1167;2067;122
285;8;0;0;0;0
285;9;2127;249;2127;1878
285;10;0;0;0;0
286;1;5842;850;6083;5233
286;2;6940;841;7269;6419
286;3;13876;3366;13936;10560
286;4;9645;2563;9332;7082
286;5;2308;826;2308;1482
286;6;481;339;539;142
286;7;716;345;716;372
286;8;0;0;0;0
286;9;1690;477;1636;1213
286;10;0;0;0;0
287;1;2776;991;4849;3858
287;2;5652;404;5957;5729
287;3;22294;10608;21992;12167
287;4;15757;10003;13717;6131
287;5;2781;0;2781;2781
287;6;1895;1461;1895;428
287;7;2502;1466;2461;1037
287;8;0;0;0;0
287;9;3140;2449;3140;691
287;10;630;630;630;630
288;1;675;527;522;147
288;2;710;585;529;125
288;3;12289;5815;13589;8812
288;4;33465;5619;32882;28282
288;5;1452;1431;1731;21
288;6;1656;580;1364;1063
288;7;780;333;695;447
288;8;0;0;0;0
288;9;2035;650;2035;1641
288;10;486;486;486;486
289;1;1804;765;2473;1709
289;2;4004;1794;3884;2210
289;3;25345;13339;26339;12525
289;4;39816;19536;39169;20859
289;5;6582;1557;5999;5024
289;6;4495;1113;4774;3660
289;7;1390;1043;1326;347
289;8;0;0;0;0
289;9;1524;709;1524;815
289;10;147;0;267;267
290;1;2095;1706;1425;389
290;2;2320;1203;2320;1117
290;3;26617;18899;26042;8131
290;4;24791;13004;25285;12492
290;5;2099;2099;2099;0
290;6;3166;2648;3166;501
