id_zona;id_modo;quantidade_viagens_produzidas;quantidade_viagens_atraidas
226;5;11598;11698
226;6;16081;17021
226;7;10190;9998
226;8;0;0
226;9;3306;2746
226;10;1595;1595
226;11;0;0
226;12;0;0
226;13;27979;27475
226;14;0;0
227;1;4868;4836
227;2;8164;12567
227;3;22637;23325
227;4;0;0
227;5;2519;2519
227;6;11664;10745
227;7;4516;4599
227;8;0;0
227;9;4568;1553
227;10;542;542
227;11;0;0
227;12;391;391
227;13;38397;36415
227;14;0;0
228;1;7807;10926
228;2;2682;2682
228;3;9913;8887
228;4;0;0
228;5;3914;3914
228;6;5069;4601
228;7;671;1019
228;8;0;0
228;9;253;253
228;10;207;207
228;11;0;0
228;12;0;0
228;13;31151;31775
228;14;0;0
229;1;13257;13111
229;2;10270;10148
229;3;36765;35876
229;4;605;937
229;5;9631;9300
229;6;16729;16627
229;7;15243;15633
229;8;0;0
229;9;2367;2068
229;10;4325;3618
229;11;346;346
229;12;0;0
229;13;101639;101420
229;14;749;749
230;1;5019;5830
230;2;1700;837
230;3;24025;24466
230;4;332;0
230;5;2246;2578
230;6;8097;7558
230;7;6131;5700
230;8;0;0
230;9;2172;2172
230;10;256;256
230;11;616;616
230;12;0;0
230;13;44622;45768
230;14;0;0
231;1;3769;3769
231;2;0;0
231;3;13097;13097
231;4;938;938
231;5;8171;8171
231;6;7424;7424
231;7;2542;2542
231;8;0;0
231;9;2637;2637
231;10;1173;1173
231;11;188;188
231;12;0;0
231;13;8839;8839
231;14;0;0
232;1;3937;3937
232;2;327;327
232;3;13940;13561
232;4;0;0
232;5;3700;3700
232;6;13691;13310
232;7;4743;5193
232;8;0;0
232;9;0;1413
232;10;2271;2271
232;11;192;192
232;12;0;0
232;13;25673;23811
232;14;727;727
233;1;6722;7367
233;2;441;441
233;3;14073;13987
233;4;291;0
233;5;11829;11829
233;6;12649;12649
233;7;4030;4189
233;8;0;0
233;9;4542;4542
233;10;938;938
233;11;0;0
233;12;852;0
233;13;26033;26033
233;14;0;0
234;1;5734;5734
234;2;507;507
234;3;10866;11570
234;4;521;521
234;5;5672;5672
234;6;8130;8130
234;7;5871;5544
234;8;0;0
234;9;3293;2952
234;10;2775;2775
234;11;0;0
234;12;0;0
234;13;38598;38598
234;14;0;0
235;1;4433;6846
235;2;0;0
235;3;14971;14971
235;4;0;0
235;5;5253;5253
235;6;15547;15547
235;7;1394;1394
235;8;0;0
235;9;442;442
235;10;1987;1987
235;11;682;682
235;12;0;0
235;13;40899;39232
235;14;0;0
236;1;3853;3943
236;2;1262;1262
236;3;8542;7424
236;4;0;0
236;5;1104;968
236;6;6904;6818
236;7;4121;4458
236;8;0;0
236;9;789;1431
236;10;427;427
236;11;0;682
236;12;106;106
236;13;6280;6450
236;14;0;0
237;1;3850;4166
237;2;439;1069
237;3;6400;6778
237;4;89;89
237;5;1089;1089
237;6;10229;10229
237;7;4735;4830
237;8;58;58
237;9;1876;2021
237;10;1925;1925
237;11;252;109
237;12;140;140
237;13;8481;8243
237;14;0;0
238;1;5659;6126
238;2;0;0
238;3;6265;5879
238;4;0;0
238;5;0;0
238;6;8822;8666
238;7;3587;3609
238;8;0;0
238;9;516;475
238;10;1386;1386
238;11;0;0
238;12;106;106
238;13;5367;5678
238;14;438;438
239;1;11002;10691
239;2;4264;2253
239;3;10715;12908
239;4;0;0
239;5;1928;2064
239;6;10297;10297
239;7;3513;3703
239;8;38;38
239;9;2610;2681
239;10;2209;2209
239;11;73;73
239;12;0;0
239;13;13771;13628
239;14;0;0
240;1;4555;5426
240;2;1241;1241
240;3;7479;6397
240;4;0;0
240;5;1349;1349
240;6;15524;14585
240;7;4829;3648
240;8;0;0
240;9;1650;2072
240;10;700;700
240;11;65;361
240;12;0;0
240;13;5036;5564
240;14;0;0
241;1;5255;4773
241;2;2503;2503
241;3;3323;3947
241;4;134;0
241;5;249;249
241;6;10832;10832
241;7;3390;3639
241;8;164;222
241;9;472;472
241;10;694;694
241;11;297;0
241;12;234;234
241;13;4259;4212
241;14;0;134
242;1;4711;4313
242;2;651;779
242;3;4415;4940
242;4;0;0
242;5;3101;3101
242;6;10474;10474
242;7;2667;2878
242;8;0;0
242;9;510;791
242;10;2529;2529
242;11;911;228
242;12;1433;1433
242;13;16403;16403
242;14;0;0
243;1;7320;7289
243;2;652;652
243;3;8105;11012
243;4;0;0
243;5;10570;9546
243;6;27518;28329
243;7;6876;6874
243;8;58;0
243;9;1382;1382
243;10;1503;1503
243;11;34;34
243;12;2487;2487
243;13;29785;30889
243;14;0;0
244;1;8022;7943
244;2;960;181
244;3;21037;17541
244;4;0;0
244;5;4407;5430
244;6;11592;11592
244;7;2865;2571
244;8;0;1278
244;9;2020;1290
244;10;3024;3024
244;11;0;0
244;12;4326;4326
244;13;34416;34416
244;14;0;0
245;1;403;1008
245;2;0;0
245;3;3375;3064
245;4;0;0
245;5;429;429
245;6;5457;5457
245;7;3179;3414
245;8;0;0
245;9;0;0
245;10;503;503
245;11;0;153
245;12;0;0
245;13;11579;11632
245;14;265;265
246;1;5293;5747
246;2;0;0
246;3;10503;9505
246;4;0;0
246;5;1713;1713
246;6;6246;6434
246;7;1099;1403
246;8;0;0
246;9;816;1032
246;10;1516;1516
246;11;0;0
246;12;0;0
246;13;15867;15867
246;14;0;0
247;1;7702;7830
247;2;0;0
247;3;23228;23194
247;4;0;0
247;5;11292;11292
247;6;19285;19028
247;7;2166;1776
247;8;0;0
247;9;3078;3233
247;10;1598;1598
247;11;0;0
247;12;0;0
247;13;37625;37625
247;14;0;0
248;1;0;0
248;2;0;0
248;3;1120;1120
248;4;0;0
248;5;0;0
248;6;80;80
248;7;295;295
248;8;0;0
248;9;0;0
248;10;0;0
248;11;0;0
248;12;0;0
248;13;0;0
248;14;0;0
249;1;2756;2756
249;2;556;556
249;3;14360;13595
249;4;0;0
249;5;2437;2437
249;6;8864;8864
249;7;1642;1642
249;8;373;373
249;9;1036;1761
249;10;950;950
249;11;0;0
249;12;339;339
249;13;20065;20065
249;14;0;0
250;1;5265;5050
250;2;0;0
250;3;5507;4038
250;4;137;137
250;5;634;749
250;6;20846;21191
250;7;4432;4842
250;8;258;0
250;9;1581;1796
250;10;544;544
250;11;0;0
250;12;0;0
250;13;7651;7213
250;14;0;0
251;1;2906;3142
251;2;0;0
251;3;630;381
251;4;0;0
251;5;4387;4272
251;6;9537;9537
251;7;1930;2067
251;8;0;0
251;9;2165;2165
251;10;1742;1742
251;11;517;517
251;12;0;0
251;13;7811;7857
251;14;0;0
252;1;2778;2608
252;2;0;0
252;3;4825;5062
252;4;0;0
252;5;3657;3657
252;6;12237;12391
252;7;2864;3182
252;8;37;37
252;9;691;427
252;10;1194;1194
252;11;0;0
252;12;0;0
252;13;6082;5820
252;14;208;208
253;1;989;994
253;2;718;757
253;3;1864;1906
253;4;0;0
253;5;158;158
253;6;4211;3812
253;7;610;623
253;8;0;0
253;9;0;0
253;10;106;66
253;11;0;27
253;12;625;625
253;13;4178;4079
253;14;29;29
254;1;25928;26371
254;2;405;405
254;3;17049;16959
254;4;747;747
254;5;3463;3463
254;6;25295;25957
254;7;9013;8849
254;8;0;0
254;9;348;1074
254;10;2458;2458
254;11;358;1038
254;12;1305;1305
254;13;14600;14406
254;14;29;29
255;1;4123;5614
255;2;321;321
255;3;13673;11384
255;4;0;0
255;5;3745;3745
255;6;26098;26098
255;7;10101;10101
255;8;0;0
255;9;0;339
255;10;2467;2467
255;11;0;0
255;12;1830;1830
255;13;29515;29515
255;14;0;0
256;1;4715;4303
256;2;0;0
256;3;7080;6867
256;4;0;0
256;5;624;624
256;6;12647;12826
256;7;5157;4159
256;8;0;0
256;9;2106;1363
256;10;1863;1863
256;11;0;0
256;12;0;0
256;13;14020;16375
256;14;0;0
257;1;7633;7633
257;2;306;306
257;3;10831;9886
257;4;0;0
257;5;4797;5134
257;6;10255;10076
257;7;730;730
257;8;0;0
257;9;1406;1406
257;10;2827;2827
257;11;0;331
257;12;397;397
257;13;12860;12860
257;14;0;0
258;1;6568;6273
258;2;685;685
258;3;15514;16432
258;4;0;291
258;5;907;907
258;6;18002;18002
258;7;2364;3589
258;8;0;0
258;9;1292;1292
258;10;1001;1001
258;11;0;0
258;12;1784;1784
258;13;33620;31820
258;14;0;0
259;1;3289;3289
259;2;993;993
259;3;7487;7235
259;4;0;0
259;5;2828;2828
259;6;6242;6242
259;7;1718;1585
259;8;0;0
259;9;607;607
259;10;458;458
259;11;0;0
259;12;0;0
259;13;12275;12275
259;14;0;0
260;1;8275;6967
260;2;0;0
260;3;17199;18669
260;4;0;0
260;5;3165;3165
260;6;9259;9120
260;7;2870;3335
260;8;0;0
260;9;327;222
260;10;2266;2266
260;11;0;0
260;12;0;0
260;13;20427;20427
260;14;0;0
261;1;8373;8089
261;2;0;0
261;3;16313;18440
261;4;586;586
261;5;12753;12753
261;6;14021;14021
261;7;4688;5192
261;8;0;0
261;9;2462;753
261;10;1319;1319
261;11;0;0
261;12;0;0
261;13;23462;23462
261;14;0;0
262;1;5931;5160
262;2;0;0
262;3;22334;22961
262;4;0;0
262;5;4222;4222
262;6;7233;7233
262;7;3204;2796
262;8;0;0
262;9;1662;1839
262;10;0;0
262;11;0;0
262;12;565;565
262;13;28511;28920
262;14;0;0
263;1;11262;9594
263;2;1208;1208
263;3;9938;10083
263;4;0;0
263;5;6610;6610
263;6;12973;12973
263;7;3743;4141
263;8;0;0
263;9;344;1243
263;10;3806;3806
263;11;403;403
263;12;0;0
263;13;45318;44509
263;14;0;0
264;1;8309;7645
264;2;0;0
264;3;26007;26181
264;4;259;259
264;5;6562;6562
264;6;24934;24934
264;7;11326;11051
264;8;0;0
264;9;3769;3941
264;10;3987;3987
264;11;0;0
264;12;1624;1624
264;13;29007;28743
264;14;549;549
265;1;5320;4928
265;2;0;292
265;3;18058;16864
265;4;0;0
265;5;5847;5847
265;6;13770;13672
265;7;4321;4416
265;8;0;0
265;9;1347;1811
265;10;4216;4216
265;11;0;0
265;12;565;565
265;13;28402;28707
265;14;0;0
266;1;2126;1890
266;2;0;0
266;3;5454;5252
266;4;0;0
266;5;1636;1636
266;6;5902;5902
266;7;1554;1367
266;8;174;174
266;9;1012;1023
266;10;681;839
266;11;0;0
266;12;0;0
266;13;8747;9011
266;14;0;0
267;1;3977;2463
267;2;0;0
267;3;8820;8794
267;4;0;0
267;5;1819;1819
267;6;13312;13694
267;7;5874;6098
267;8;0;0
267;9;1783;1783
267;10;502;502
267;11;490;490
267;12;1531;1531
267;13;18711;20668
267;14;0;0
268;1;1855;1914
268;2;48;48
268;3;6537;6127
268;4;0;0
268;5;1948;1972
268;6;8328;8287
268;7;4550;4742
268;8;64;89
268;9;450;531
268;10;1379;1379
268;11;120;40
268;12;98;98
268;13;3281;3319
268;14;43;43
269;1;5335;4598
269;2;0;0
269;3;6083;6393
269;4;0;0
269;5;1744;1703
269;6;19215;18616
269;7;6512;7135
269;8;49;183
269;9;3980;3253
269;10;1117;1124
269;11;0;33
269;12;447;447
269;13;14408;14388
269;14;798;0
270;1;1491;1517
270;2;0;0
270;3;3890;3740
270;4;19;19
270;5;564;297
270;6;8911;8836
270;7;2153;2488
270;8;0;46
270;9;1146;1212
270;10;990;990
270;11;525;645
270;12;0;0
270;13;4671;4545
270;14;0;0
271;1;2793;3192
271;2;1774;1774
271;3;1625;2271
271;4;0;0
271;5;0;0
271;6;2697;2689
271;7;666;868
271;8;203;92
271;9;3014;1955
271;10;1768;1882
271;11;0;0
271;12;0;0
271;13;542;542
271;14;0;0
272;1;903;997
272;2;0;0
272;3;8017;7866
272;4;138;138
272;5;3412;3840
272;6;13258;13258
272;7;6312;5884
272;8;0;0
272;9;1677;1652
272;10;939;939
272;11;0;0
272;12;510;510
272;13;5067;4969
272;14;444;444
273;1;5062;5062
273;2;0;0
273;3;14704;14561
273;4;0;0
273;5;13682;13647
273;6;22015;22015
273;7;2632;2843
273;8;270;270
273;9;1011;284
273;10;5330;5688
273;11;40;727
273;12;57;57
273;13;23686;23686
273;14;0;0
274;1;21007;25775
274;2;0;0
274;3;20876;17914
274;4;0;0
274;5;4375;4375
274;6;22597;22585
274;7;3126;7601
274;8;152;152
274;9;2008;1070
274;10;7255;7255
274;11;363;0
274;12;0;0
274;13;15380;11961
274;14;0;0
275;1;15704;15627
275;2;257;257
275;3;8094;8727
275;4;0;0
275;5;8874;8310
275;6;16585;16585
275;7;5620;6323
275;8;192;218
275;9;4404;4404
275;10;945;1075
275;11;0;0
275;12;402;402
275;13;14191;14388
275;14;0;0
276;1;16978;15080
276;2;0;0
276;3;25480;25449
276;4;0;0
276;5;4195;4760
276;6;33360;33672
276;7;20924;16740
276;8;180;180
276;9;2260;4930
276;10;5213;5213
276;11;727;0
276;12;0;0
276;13;31932;33961
276;14;798;1448
277;1;6268;6268
277;2;0;0
277;3;7939;8526
277;4;0;0
277;5;2614;2351
277;6;23077;22545
277;7;13110;11389
277;8;229;229
277;9;6610;8194
277;10;1554;1554
277;11;0;0
277;12;505;505
277;13;7966;8182
277;14;0;798
278;1;10287;11820
278;2;1023;553
278;3;46320;46703
278;4;0;0
278;5;15962;15962
278;6;11405;12176
278;7;12419;11755
278;8;0;0
278;9;2908;3063
278;10;4453;4226
278;11;869;400
278;12;1836;1836
278;13;72212;70517
278;14;269;269
279;1;3769;4374
279;2;1258;1258
279;3;20308;23065
279;4;0;0
279;5;10425;10425
279;6;7822;7822
279;7;5294;1813
279;8;0;0
279;9;1250;1620
279;10;4240;4468
279;11;136;136
279;12;0;0
279;13;22281;22685
279;14;0;0
280;1;3598;2491
280;2;5218;4319
280;3;13735;15772
280;4;241;241
280;5;1063;1063
280;6;18380;18380
280;7;4624;5021
280;8;0;0
280;9;1232;1695
280;10;1739;1739
280;11;631;631
280;12;0;0
280;13;6774;6774
280;14;0;0
281;1;2038;2316
281;2;290;290
281;3;13294;13494
281;4;513;513
281;5;4402;4454
281;6;16117;16117
281;7;3947;3896
281;8;469;469
281;9;5670;5451
281;10;2876;2876
281;11;0;0
281;12;0;0
281;13;10394;10394
281;14;0;0
282;1;841;2464
282;2;2642;1676
282;3;10231;11077
282;4;0;0
282;5;3237;3500
282;6;12363;11572
282;7;8606;8240
282;8;0;0
282;9;1889;2221
282;10;2424;2333
282;11;0;0
282;12;0;0
282;13;15039;14266
282;14;0;0
283;1;495;495
283;2;422;422
283;3;3214;2370
283;4;0;0
283;5;1497;1497
283;6;10352;9985
283;7;968;968
283;8;224;224
283;9;570;570
283;10;541;541
283;11;94;94
283;12;0;0
283;13;4838;5531
283;14;0;0
284;1;3978;4301
284;2;0;0
284;3;22819;23067
284;4;0;0
284;5;7434;7434
284;6;7034;7034
284;7;1856;1298
284;8;0;0
284;9;621;621
284;10;8145;8145
284;11;0;0
284;12;0;0
284;13;16611;16611
284;14;0;0
285;1;2847;2333
285;2;0;0
285;3;32314;29404
285;4;0;0
285;5;9990;9990
285;6;11228;11228
285;7;6189;6703
285;8;0;0
285;9;1691;2341
285;10;7837;7837
285;11;0;0
285;12;4356;4356
285;13;21322;23144
285;14;650;0
286;1;3476;3468
286;2;1623;663
286;3;16542;17249
286;4;650;650
286;5;1899;1899
286;6;10004;10004
286;7;2130;2565
286;8;0;0
286;9;228;376
286;10;1642;1642
286;11;0;0
286;12;0;0
286;13;3304;3304
286;14;0;0
287;1;1362;1055
287;2;2439;2439
287;3;13792;13683
287;4;0;0
287;5;5381;5381
287;6;15545;15545
287;7;6137;6241
287;8;0;0
287;9;311;618
287;10;2537;2537
287;11;0;0
287;12;647;647
287;13;9276;9276
287;14;0;0
288;1;1094;1244
288;2;3892;3728
288;3;7440;7189
288;4;418;289
288;5;4640;4640
288;6;14416;14416
288;7;6885;6969
288;8;0;0
288;9;313;550
288;10;1111;1111
288;11;94;452
288;12;647;647
288;13;12528;12528
288;14;69;69
289;1;2898;2898
289;2;1047;1047
289;3;23591;23885
289;4;274;274
289;5;6565;6565
289;6;24016;24016
289;7;7671;7650
289;8;180;180
289;9;481;481
289;10;872;872
289;11;419;419
289;12;0;0
289;13;17023;17401
289;14;69;69
290;1;7666;7635
290;2;5840;4295
290;3;16527;16484
290;4;0;0
290;5;12045;12045
290;6;11809;12730
290;7;2400;1920
290;8;0;0
290;9;638;638
290;10;1829;1829
290;11;0;0
290;12;0;0
290;13;10935;10557
290;14;0;0
291;1;5064;3349
291;2;2014;2356
291;3;28855;30041
291;4;0;0
291;5;9251;8430
291;6;13457;13457
291;7;3437;3054
291;8;0;0
291;9;1607;1607
291;10;6494;6584
291;11;358;0
291;12;0;0
291;13;17058;17879
291;14;0;0
292;1;1711;1711
292;2;4285;5077
292;3;14534;13475
292;4;0;0
292;5;12949;12949
292;6;6699;7243
292;7;4795;5074
292;8;0;0
292;9;0;0
292;10;1835;1835
292;11;0;0
292;12;0;0
292;13;36320;36320
292;14;2960;2960
293;1;4946;4308
293;2;4094;4094
293;3;22280;22064
293;4;0;0
293;5;2502;3324
293;6;12141;12141
293;7;3052;4274
293;8;0;0
293;9;0;639
293;10;1239;1239
293;11;0;0
293;12;0;0
293;13;23429;22607
293;14;0;0
294;1;7710;6091
294;2;3130;4044
294;3;16361;15381
294;4;0;0
294;5;13576;13576
294;6;5018;5018
294;7;3766;4699
294;8;0;0
294;9;1560;2199
294;10;4973;4973
294;11;169;169
294;12;0;0
294;13;49283;49283
294;14;0;0
295;1;4552;3541
295;2;11185;11185
295;3;26056;24956
295;4;0;0
295;5;21069;21069
295;6;6558;6558
295;7;6763;6175
295;8;0;0
295;9;0;0
295;10;8319;8319
295;11;1578;1578
295;12;0;0
295;13;56285;56285
295;14;0;0
296;1;221;221
296;2;339;0
296;3;1757;1984
296;4;0;0
296;5;1120;1120
296;6;809;809
296;7;859;859
296;8;0;0
296;9;0;0
296;10;432;432
296;11;0;0
296;12;0;0
296;13;2635;2635
296;14;0;0
297;1;157;157
297;2;599;1151
297;3;1020;886
297;4;0;0
297;5;1388;1388
297;6;3052;2693
297;7;715;715
297;8;0;0
297;9;0;0
297;10;258;202
297;11;0;0
297;12;0;0
297;13;284;284
297;14;0;0
298;1;8974;7686
298;2;6398;6827
298;3;51709;50361
298;4;0;0
298;5;34930;34930
298;6;19467;18558
298;7;8466;6844
298;8;0;0
298;9;876;259
298;10;4977;4977
298;11;0;0
298;12;0;0
298;13;76860;76956
298;14;0;0
299;1;674;876
299;2;501;501
299;3;3012;2773
299;4;0;0
299;5;1703;1703
299;6;1492;1492
299;7;157;157
299;8;0;84
299;9;0;0
299;10;441;441
299;11;0;0
299;12;0;0
299;13;859;859
299;14;0;0
300;1;102;102
300;2;0;0
300;3;0;0
300;4;0;0
300;5;0;0
300;6;10;10
300;7;0;0
300;8;0;0
300;9;0;0
300;10;0;0
300;11;0;0
300;12;0;0
300;13;0;0
300;14;0;0
301;1;31514;31333
301;2;8788;8480
301;3;39037;40276
301;4;380;380
301;5;5345;5168
301;6;51881;51963
301;7;9556;9638
301;8;271;271
301;9;2387;2545
301;10;4039;5866
301;11;0;0
301;12;1729;1729
301;13;17234;16978
301;14;43;43
302;1;5400;5969
302;2;697;697
302;3;15588;15494
302;4;0;0
302;5;1327;1327
302;6;14476;14508
302;7;4406;4460
302;8;397;397
302;9;651;725
302;10;2430;2430
302;11;0;47
302;12;318;0
302;13;4214;3687
302;14;422;422
303;1;12321;11412
303;2;1048;1048
303;3;27422;28845
303;4;0;0
303;5;3240;2812
303;6;16571;16530
303;7;4519;4137
303;8;402;402
303;9;1676;2714
303;10;4242;4318
303;11;0;76
303;12;0;0
303;13;7177;6830
303;14;0;0
304;1;11310;11105
304;2;1824;2243
304;3;15564;14651
304;4;0;0
304;5;1939;1939
304;6;12797;12769
304;7;1065;940
304;8;292;0
304;9;1407;1605
304;10;3670;3670
304;11;0;0
304;12;74;74
304;13;3186;4144
304;14;538;538
305;1;12202;13629
305;2;0;217
305;3;29472;27313
305;4;37;37
305;5;18273;18273
305;6;16017;13912
305;7;13745;14776
305;8;0;64
305;9;722;445
305;10;3927;3927
305;11;502;0
305;12;2170;2170
305;13;31400;31820
305;14;0;0
306;1;11757;9545
306;2;2136;2662
306;3;37373;38115
306;4;0;0
306;5;13305;13305
306;6;15762;15852
306;7;8859;9916
306;8;0;0
306;9;2552;450
306;10;10304;9512
306;11;879;879
306;12;1814;1814
306;13;62990;63614
306;14;0;0
307;1;7688;5430
307;2;547;0
307;3;28141;28986
307;4;0;0
307;5;6932;6932
307;6;12240;12240
307;7;3336;3336
307;8;176;176
307;9;336;336
307;10;726;726
307;11;515;515
307;12;2471;2471
307;13;14954;16263
307;14;2204;2204
308;1;4439;4439
308;2;464;464
308;3;31333;31886
308;4;289;289
308;5;21753;21753
308;6;10021;10021
308;7;9551;9551
308;8;0;0
308;9;0;49
308;10;1515;1515
308;11;372;372
308;12;0;0
308;13;53239;53239
308;14;0;0
309;1;1692;2367
309;2;1129;1197
309;3;14891;14720
309;4;0;0
309;5;7026;7026
309;6;6554;6554
309;7;3474;2863
309;8;0;274
309;9;0;0
309;10;1076;1076
309;11;0;0
309;12;0;0
309;13;31476;31476
309;14;0;0
310;1;8189;6732
310;2;177;521
310;3;16031;15033
310;4;0;0
310;5;10660;10660
310;6;4099;3785
310;7;553;565
310;8;0;0
310;9;0;0
310;10;2217;2054
310;11;0;502
310;12;0;0
310;13;27712;27539
310;14;0;0
311;1;2047;1733
311;2;163;163
311;3;5966;6551
311;4;0;0
311;5;1155;1526
311;6;1529;1529
311;7;651;477
311;8;101;101
311;9;510;610
311;10;180;971
311;11;0;0
311;12;877;877
311;13;18776;18130
311;14;0;0
312;1;1836;1836
312;2;3502;3502
312;3;30642;30306
312;4;278;278
312;5;12771;12771
312;6;7120;6843
312;7;6172;6172
312;8;176;176
312;9;1621;1185
312;10;6493;6135
312;11;1543;2199
312;12;828;828
312;13;44415;44179
312;14;1766;1766
313;1;6127;8168
313;2;370;0
313;3;13841;14267
313;4;0;0
313;5;7315;7614
313;6;13393;14853
313;7;10193;9998
313;8;128;128
313;9;1021;1021
313;10;1867;1661
313;11;0;0
313;12;0;0
313;13;26016;25822
313;14;241;0
314;1;3149;3068
314;2;0;0
314;3;10749;9954
314;4;0;0
314;5;3795;3795
314;6;3628;3628
314;7;2552;2552
314;8;251;251
314;9;511;511
314;10;857;857
314;11;0;0
314;12;0;0
314;13;10189;10694
314;14;0;0
315;1;11307;7154
315;2;0;0
315;3;24826;27018
315;4;0;0
315;5;10987;10615
315;6;14837;14960
315;7;6215;7160
315;8;0;0
315;9;764;1079
315;10;5108;5959
315;11;2054;2054
315;12;0;0
315;13;41998;43545
315;14;0;0
316;1;17286;16943
316;2;277;0
316;3;25192;24556
316;4;0;0
316;5;13092;13092
316;6;12514;12579
316;7;4765;4765
316;8;0;0
316;9;854;2385
316;10;4875;5134
316;11;768;768
316;12;0;0
316;13;57029;56377
316;14;0;0
317;1;4962;4748
317;2;2213;2213
317;3;6894;6726
317;4;41;41
317;5;335;335
317;6;14400;13695
317;7;4087;4215
317;8;321;321
317;9;1017;942
317;10;2471;2471
317;11;0;303
317;12;0;0
317;13;4887;4898
317;14;0;146
318;1;1054;1054
318;2;551;551
318;3;2086;1969
318;4;0;0
318;5;135;135
318;6;5962;5854
318;7;3101;3002
318;8;27;17
318;9;2616;2714
318;10;112;112
318;11;27;0
318;12;77;77
318;13;552;561
318;14;0;0
319;1;4801;3914
319;2;719;1059
319;3;6501;7763
319;4;503;503
319;5;1308;1470
319;6;15444;15252
319;7;3731;3893
319;8;269;269
319;9;1633;1834
319;10;3129;3129
319;11;0;0
319;12;0;0
319;13;5032;5032
319;14;0;22
320;1;3605;3842
320;2;163;163
320;3;6331;5656
320;4;268;268
320;5;199;172
320;6;16410;16410
320;7;6866;6846
320;8;334;334
320;9;667;730
320;10;2793;2793
320;11;472;447
320;12;0;0
320;13;2059;2476
320;14;22;22
321;1;4759;3892
321;2;992;466
321;3;18956;20879
321;4;0;0
321;5;4565;4709
321;6;13817;13817
321;7;6019;5807
321;8;0;0
321;9;1541;1610
321;10;5545;5821
321;11;1106;1218
321;12;1908;1908
321;13;51663;51199
321;14;0;0
322;1;9257;9487
322;2;330;659
322;3;10960;11990
322;4;0;0
322;5;3418;4178
322;6;25694;25429
322;7;13396;11612
322;8;154;154
322;9;1559;2101
322;10;3452;3452
322;11;188;188
322;12;1085;1085
322;13;12821;12870
322;14;22;0
323;1;4429;4659
323;2;342;342
323;3;9715;9265
323;4;163;163
323;5;11246;11246
323;6;31367;31367
323;7;9857;10599
323;8;1499;1499
323;9;5018;2957
323;10;4684;4407
323;11;515;515
323;12;0;0
323;13;7454;8972
323;14;0;0
324;1;16007;16117
324;2;0;0
324;3;11739;13772
324;4;503;503
324;5;17023;17023
324;6;10591;11635
324;7;10328;9782
324;8;0;0
324;9;1583;1114
324;10;5089;5089
324;11;250;250
324;12;0;0
324;13;23533;23113
324;14;0;0
325;1;14191;13191
325;2;0;308
325;3;13242;15083
325;4;0;0
325;5;6508;6508
325;6;12140;11412
325;7;4159;3225
325;8;0;0
325;9;407;1709
325;10;2366;2107
325;11;259;259
325;12;0;0
325;13;39405;38284
325;14;0;0
326;1;2693;3407
326;2;0;0
326;3;13099;11922
326;4;0;0
326;5;8423;8423
326;6;15223;16041
326;7;8882;8882
326;8;0;0
326;9;1838;2708
326;10;4997;4997
326;11;0;0
326;12;0;0
326;13;23287;23287
326;14;0;0
327;1;8911;5734
327;2;282;282
327;3;17539;18815
327;4;0;0
327;5;773;773
327;6;8679;11259
327;7;8448;8448
327;8;0;0
327;9;2529;3229
327;10;1842;1842
327;11;0;0
327;12;0;0
327;13;24705;24705
327;14;0;0
328;1;2704;2567
328;2;577;434
328;3;2596;2596
328;4;0;0
328;5;2142;2142
328;6;16810;16810
328;7;3320;3975
328;8;96;70
328;9;1934;1613
328;10;212;212
328;11;0;0
328;12;0;0
328;13;2750;2579
328;14;0;0
329;1;3379;1555
329;2;0;0
329;3;5157;5386
329;4;89;89
329;5;2193;1868
329;6;11152;11152
329;7;3963;3765
329;8;0;0
329;9;350;571
329;10;304;304
329;11;0;0
329;12;1406;1406
329;13;2514;2685
329;14;0;0
330;1;8469;9029
330;2;168;168
330;3;8161;8001
330;4;0;0
330;5;3125;3125
330;6;19221;18966
330;7;6226;6594
330;8;414;414
330;9;980;661
330;10;1876;1876
330;11;298;0
330;12;336;336
330;13;8143;8289
330;14;83;83
331;1;5009;4440
331;2;0;0
331;3;6492;5623
331;4;0;0
331;5;1926;1926
331;6;11510;11887
331;7;1315;1687
331;8;0;0
331;9;781;1855
331;10;683;683
331;11;0;0
331;12;0;0
331;13;12113;12113
331;14;0;0
332;1;2680;3081
332;2;612;612
332;3;10884;10492
332;4;0;0
332;5;5352;5677
332;6;15170;15170
332;7;6488;6370
332;8;0;0
332;9;853;853
332;10;2338;2338
332;11;0;0
332;12;0;0
332;13;13891;13678
332;14;0;0
333;1;2713;2713
333;2;0;0
333;3;8988;8905
333;4;945;945
333;5;9841;9841
333;6;9162;8895
333;7;8561;8561
333;8;0;0
333;9;916;916
333;10;1475;1176
333;11;0;0
333;12;0;0
333;13;5889;5889
333;14;0;0
334;1;525;525
334;2;0;0
334;3;5685;5396
334;4;0;0
334;5;3550;2514
334;6;6446;6446
334;7;2136;3446
334;8;0;0
334;9;781;781
334;10;1163;1163
334;11;101;101
334;12;0;0
334;13;10559;10559
334;14;0;0
335;1;5362;3502
335;2;1143;1007
335;3;10755;10682
335;4;0;0
335;5;3433;3345
335;6;11330;10776
335;7;2445;4073
335;8;0;0
335;9;1602;1983
335;10;640;640
335;11;0;138
335;12;1386;1386
335;13;12458;12320
335;14;0;0
336;1;1706;1507
336;2;0;0
336;3;7251;7165
336;4;153;153
336;5;4094;4094
336;6;18057;17679
